month,food_retailing,household_goods_retailing,clothing_footwear_and_personal_accessory_retailing,department_stores,other_retailing,cafes_restaurants_and_takeaway_food_services,total
2011-09-01,8274.2,3613.9,1500.0,1345.7,2997.8,2744.3,20475.9
2011-10-01,8606.3,3769.0,1566.6,1404.7,3022.4,2814.4,21183.4
2011-11-01,8569.9,3920.7,1612.0,1660.0,3317.5,2784.2,21864.2
2011-12-01,9936.0,4867.7,2577.1,2730.5,4267.6,3046.6,27425.4
2012-01-01,8534.8,3540.6,1536.3,1362.4,2826.0,2729.5,20529.6
2012-02-01,8119.1,3144.9,1308.8,1131.7,2810.8,2556.0,19071.2
2012-03-01,8736.6,3396.4,1511.5,1349.2,3035.1,2839.3,20868.1
2012-04-01,8399.2,3180.4,1517.7,1391.2,2803.0,2737.4,20028.9
2012-05-01,8450.7,3435.8,1695.7,1456.9,2997.2,2836.7,20873.1
2012-06-01,8269.7,3579.5,1647.6,1616.4,2980.1,2784.8,20878.1
2012-07-01,8500.4,3601.1,1546.9,1423.4,2960.6,2932.2,20964.6
2012-08-01,8787.9,3627.1,1531.4,1359.0,3083.9,2962.7,21352.0
2012-09-01,8582.8,3639.0,1565.6,1367.8,2999.1,2885.9,21040.2
2012-10-01,8982.0,3725.3,1619.9,1442.6,3113.9,2966.7,21850.4
2012-11-01,9048.5,3851.4,1682.8,1672.9,3451.5,2973.1,22680.2
2012-12-01,10262.1,4760.2,2615.7,2753.3,4107.5,3177.5,27676.4
2013-01-01,9067.6,3669.1,1613.2,1397.4,2913.7,2849.6,21510.6
2013-02-01,8264.8,3201.1,1348.1,1113.6,2764.4,2607.7,19299.8
2013-03-01,9272.0,3393.1,1448.8,1397.3,2975.3,2924.0,21410.5
2013-04-01,8614.9,3320.2,1578.0,1339.1,2895.3,2853.5,20601.1
2013-05-01,8876.5,3456.3,1718.0,1441.9,3086.8,2901.5,21481.0
2013-06-01,8516.9,3602.2,1641.1,1537.4,2873.9,2813.0,20984.5
2013-07-01,8855.8,3642.3,1592.9,1390.6,3024.2,2968.4,21474.2
2013-08-01,9188.1,3726.1,1618.4,1337.2,3089.2,3065.1,22024.0
2013-09-01,8839.1,3624.9,1676.6,1359.4,3063.1,2988.7,21551.9
2013-10-01,9338.4,3844.8,1791.4,1463.3,3240.5,3175.4,22853.7
2013-11-01,9345.9,3997.8,1879.7,1668.9,3668.3,3210.8,23771.3
2013-12-01,10856.4,4963.8,2761.9,2725.5,4293.3,3536.8,29137.6
2014-01-01,9701.6,3810.6,1718.2,1451.0,3070.1,3209.1,22960.6
2014-02-01,8667.9,3362.4,1416.4,1064.9,2903.6,2879.9,20295.0
2014-03-01,9524.6,3627.0,1609.5,1293.2,3099.9,3232.0,22386.2
2014-04-01,9223.9,3460.9,1656.5,1442.9,3009.6,3182.1,21975.8
2014-05-01,9386.0,3653.0,1780.5,1411.8,3160.5,3228.3,22620.1
2014-06-01,8977.5,3844.1,1680.8,1461.6,3029.7,3067.5,22061.3
2014-07-01,9393.3,3878.1,1649.0,1501.6,3179.3,3315.8,22917.2
2014-08-01,9582.4,3846.1,1604.1,1254.2,3260.7,3350.7,22898.2
2014-09-01,9353.8,4033.2,1691.2,1356.4,3262.1,3360.4,23057.2
2014-10-01,9964.4,4278.7,1791.5,1478.7,3417.8,3401.6,24332.7
2014-11-01,9911.1,4421.3,1821.0,1687.7,3577.5,3374.9,24793.5
2014-12-01,11271.6,5357.5,2907.0,2756.9,4440.3,3692.7,30425.9
2015-01-01,9955.4,4157.9,1796.2,1471.2,3152.6,3391.3,23924.6
2015-02-01,9020.0,3682.4,1456.2,1053.8,2999.9,3027.5,21239.9
2015-03-01,9926.5,3983.5,1702.0,1367.2,3243.1,3361.9,23584.2
2015-04-01,9538.0,3713.9,1793.4,1442.2,3058.8,3266.5,22812.9
2015-05-01,9707.1,3976.9,1891.2,1428.7,3214.7,3314.0,23532.6
2015-06-01,9217.8,4319.2,1774.7,1480.9,3243.5,3257.5,23293.5
2015-07-01,9718.0,4186.1,1788.5,1540.9,3337.2,3445.3,24015.9
2015-08-01,9834.8,4159.8,1697.1,1331.9,3379.5,3421.1,23824.2
2015-09-01,9645.8,4273.9,1790.1,1400.1,3454.5,3444.4,24008.9
2015-10-01,10319.2,4567.9,1888.5,1566.3,3579.5,3525.8,25447.3
2015-11-01,10128.5,4692.8,1915.6,1730.5,3824.9,3491.3,25783.5
2015-12-01,11731.2,5735.9,3079.9,2913.6,4642.5,3819.9,31923.0
2016-01-01,10244.9,4376.7,1875.7,1519.2,3304.9,3431.8,24753.1
2016-02-01,9556.9,3979.6,1598.7,1155.8,3257.0,3186.9,22734.9
2016-03-01,10354.0,4097.4,1780.6,1451.5,3398.6,3435.2,24517.3
2016-04-01,9727.9,4064.9,1924.6,1451.0,3355.8,3451.7,23975.9
2016-05-01,9815.2,4092.5,1926.7,1449.7,3428.5,3431.0,24143.5
2016-06-01,9516.5,4357.3,1967.1,1596.1,3414.4,3313.9,24165.3
2016-07-01,9928.5,4225.1,1876.1,1468.3,3492.7,3573.0,24563.7
2016-08-01,10041.9,4239.4,1806.3,1293.9,3562.3,3647.5,24591.3
2016-09-01,10005.7,4469.0,1896.8,1393.5,3602.3,3696.3,25063.6
2016-10-01,10482.6,4696.8,1937.8,1497.4,3643.2,3716.6,25974.6
2016-11-01,10435.7,4874.4,2057.1,1684.3,4051.1,3678.5,26781.1
2016-12-01,12230.1,5782.3,3330.5,2850.4,4859.6,4047.3,33100.2
2017-01-01,10431.5,4463.5,1939.7,1428.5,3421.5,3621.4,25306.2
2017-02-01,9574.6,3897.6,1558.9,1092.4,3230.8,3260.6,22615.0
2017-03-01,10510.3,4196.9,1826.7,1370.3,3590.4,3619.0,25113.5
2017-04-01,10274.1,3994.9,1885.8,1522.6,3338.8,3567.0,24583.1
2017-05-01,10189.7,4291.0,2024.2,1452.4,3577.3,3598.6,25133.2
2017-06-01,9857.6,4659.4,1988.3,1557.2,3560.8,3544.2,25167.5
2017-07-01,10272.8,4365.1,1896.4,1445.5,3600.7,3698.1,25278.6
2017-08-01,10363.7,4347.3,1839.3,1303.1,3710.9,3711.2,25275.4
2017-09-01,10307.9,4384.6,1891.6,1407.2,3627.8,3729.7,25348.7
2017-10-01,10710.9,4639.0,1948.2,1518.3,3709.6,3871.1,26397.1
2017-11-01,10780.7,5025.0,2139.4,1730.4,4203.7,3828.1,27707.3
2017-12-01,12552.1,5901.4,3297.7,2822.6,4890.3,4174.9,33639.0
2018-01-01,10713.3,4516.1,1967.4,1413.1,3587.3,3698.8,25896.0
2018-02-01,9833.2,4023.6,1632.2,1099.4,3334.5,3377.8,23300.7
2018-03-01,11188.4,4327.6,1884.8,1416.2,3651.9,3749.1,26218.0
2018-04-01,10354.1,4131.3,1913.2,1402.7,3402.6,3679.3,24883.3
2018-05-01,10645.2,4370.8,2123.9,1518.0,3629.7,3666.6,25954.1
2018-06-01,10268.2,4659.6,2099.3,1587.2,3611.7,3601.3,25827.2
2018-07-01,10604.4,4420.4,1918.7,1426.7,3721.4,3844.0,25935.6
2018-08-01,10852.2,4434.8,1919.5,1343.6,3882.2,3908.3,26340.6
2018-09-01,10713.8,4467.8,1915.4,1398.8,3704.7,3863.4,26063.9
2018-10-01,11126.1,4779.9,2082.5,1524.8,3965.3,3929.1,27407.7
2018-11-01,11214.7,5100.0,2268.7,1745.1,4346.5,3934.2,28609.2
2018-12-01,13037.6,5826.5,3351.8,2813.5,5053.1,4278.9,34361.4
2019-01-01,11253.8,4518.6,2027.6,1409.6,3711.7,3826.7,26748.0
2019-02-01,10308.6,4020.5,1690.8,1115.2,3458.1,3456.0,24049.2
2019-03-01,11405.1,4325.4,1970.6,1355.7,3706.7,3897.1,26660.6
2019-04-01,10964.8,4086.4,1996.7,1474.6,3606.5,3808.2,25937.2
2019-05-01,11024.2,4345.5,2167.9,1512.0,3829.4,3829.0,26708.0
2019-06-01,10587.6,4590.4,2134.9,1570.2,3722.7,3706.0,26311.9
2019-07-01,10950.7,4431.4,2005.3,1439.2,3873.3,3903.5,26603.4
2019-08-01,11296.5,4480.6,2030.1,1381.4,3969.8,3948.4,27106.8
2019-09-01,10949.5,4491.2,1981.3,1384.2,3853.6,3926.6,26586.5
2019-10-01,11569.3,4793.9,2126.9,1544.5,4069.3,4043.2,28147.1
2019-11-01,11648.2,5172.5,2404.0,1826.3,4408.9,4067.3,29527.1
2019-12-01,13310.8,6024.6,3474.3,2819.9,5191.2,4389.3,35210.2
2020-01-01,11574.1,4563.4,2086.8,1417.3,3789.7,3890.1,27321.3
2020-02-01,11072.4,4214.4,1718.2,1180.2,3629.8,3621.3,25436.2
2020-03-01,14319.2,4752.4,1452.4,1241.4,4395.4,3007.1,29167.9
2020-04-01,11662.1,4532.7,703.9,1177.0,3645.2,1907.9,23628.7
2020-05-01,12518.8,5607.6,1740.7,1697.2,4131.3,2499.1,28194.7
2020-06-01,11952.6,5756.6,2055.3,1557.7,4142.6,3111.8,28576.6
2020-07-01,12697.8,5764.9,2104.2,1528.0,4467.8,3458.0,30020.7
2020-08-01,12773.5,5336.9,1798.0,1236.8,4204.6,3229.6,28579.5
2020-09-01,12382.0,5272.7,1821.5,1360.2,4170.9,3342.5,28349.8
2020-10-01,13049.3,5565.9,2083.7,1562.4,4462.9,3615.8,30340.0
2020-11-01,12786.8,6525.9,2757.6,2070.7,5172.7,3805.6,33119.3
2020-12-01,14756.9,7065.0,3868.9,3012.7,5939.5,4260.1,38903.2
2021-01-01,12825.2,5447.4,2237.5,1514.0,4300.6,3783.9,30108.5
2021-02-01,11378.5,4879.3,1872.8,1197.7,4008.5,3440.4,26777.2
2021-03-01,12565.1,5337.3,2297.3,1600.2,4491.2,4044.9,30336.0
2021-04-01,12001.6,5011.2,2387.6,1596.8,4252.1,4017.5,29266.9
2021-05-01,12334.8,5249.2,2519.6,1602.1,4468.0,4043.1,30216.8
2021-06-01,11949.2,5551.9,2265.2,1560.2,4410.4,3696.9,29433.8
2021-07-01,12811.6,5199.7,1841.5,1313.9,4558.3,3447.7,29172.7
2021-08-01,12994.5,5057.1,1471.6,1032.5,4593.1,3219.9,28368.7
2021-09-01,12768.9,5330.7,1616.5,1137.6,4678.1,3369.8,28901.7
2021-10-01,13259.0,5907.5,2173.8,1493.4,4959.2,3916.1,31709.1
2021-11-01,12722.8,7018.2,3241.0,2106.2,5860.2,4222.7,35171.1
2021-12-01,15255.2,7442.1,4136.7,2765.5,6683.3,4580.5,40863.3
2022-01-01,13372.0,5722.6,2371.1,1446.9,4952.1,3997.3,31862.0
2022-02-01,11886.0,5279.2,2205.5,1259.6,4583.2,3995.3,29208.8
2022-03-01,13090.0,5875.3,2608.7,1599.3,5103.4,4554.2,32830.9
2022-04-01,13070.3,5463.1,2767.8,1725.0,4898.5,4610.4,32535.1
2022-05-01,12932.2,5769.0,2873.4,1767.6,5195.9,4748.9,33287.1
2022-06-01,12499.6,6010.8,2868.6,1817.9,5166.2,4672.5,33035.5
2022-07-01,13205.7,5750.9,2775.1,1760.3,5295.1,5013.0,33800.0
2022-08-01,13310.4,5900.1,2687.7,1618.0,5282.3,5079.0,33877.5
2022-09-01,13328.8,5968.8,2773.0,1744.1,5256.2,5205.9,34276.8
2022-10-01,13930.9,6179.5,2872.5,1830.9,5413.9,5268.4,35496.2
2022-11-01,13839.2,6897.5,3462.8,2292.6,6113.2,5261.5,37866.8
2022-12-01,16471.7,7348.2,4490.6,3088.2,6899.8,5747.8,44046.3
2023-01-01,13919.6,5724.3,2794.1,1687.8,5112.4,5100.2,34338.4
2023-02-01,12838.4,5160.8,2339.8,1356.7,4728.3,4680.6,31104.6
2023-03-01,14199.2,5541.5,2722.9,1674.2,5193.6,5343.9,34675.4
2023-04-01,13806.0,5130.7,2837.2,1820.6,4850.1,5157.9,33602.6
2023-05-01,13707.4,5502.7,3005.5,1833.5,5350.0,5325.2,34724.2
2023-06-01,13266.7,5824.6,2876.4,1777.5,5145.1,5152.1,34042.4
2023-07-01,13796.7,5432.4,2729.5,1740.5,5165.8,5398.0,34263.0
2023-08-01,13857.4,5518.6,2732.5,1629.2,5307.7,5494.3,34539.7
2023-09-01,13858.4,5749.2,2812.7,1782.4,5298.0,5481.3,34981.9
2023-10-01,14268.5,5969.0,2854.3,1832.3,5471.7,5551.1,35946.9
2023-11-01,14296.6,6885.5,3455.2,2363.7,6184.4,5463.5,38649.0
2023-12-01,16634.0,7096.7,4450.6,3189.0,6951.0,5837.4,44158.6
2024-01-01,14188.2,5611.9,2757.7,1672.6,5285.4,5219.1,34734.9
2024-02-01,13546.5,5211.7,2521.7,1435.1,5049.2,4981.1,32745.3
2024-03-01,14838.6,5294.9,2667.2,1729.1,5228.6,5378.4,35136.7
2024-04-01,13749.8,5195.6,2807.9,1728.6,5213.8,5325.3,34020.9
2024-05-01,14189.2,5510.7,3021.8,1806.4,5535.7,5391.6,35455.4
2024-06-01,13699.6,5841.5,2917.2,1859.0,5333.5,5115.3,34766.2
2024-07-01,14115.7,5565.5,2770.6,1746.4,5539.6,5431.5,35169.4
2024-08-01,14593.1,5596.6,2812.4,1699.7,5673.8,5554.8,35930.3
2024-09-01,14066.0,5695.3,2779.8,1718.4,5527.0,5524.5,35311.2
2024-10-01,14705.8,6181.3,2925.5,1862.0,5977.0,5666.1,37317.8
2024-11-01,14871.4,7065.1,3582.2,2380.5,6617.6,5710.4,40227.1
2024-12-01,17040.3,7645.9,4582.3,3216.1,7345.0,6113.6,45943.1
2025-01-01,14691.2,5739.9,2904.1,1726.0,5670.4,5437.6,36169.3
2025-02-01,13589.6,5174.1,2457.1,1435.0,5122.6,4966.0,32744.3
2025-03-01,15149.9,5535.1,2809.2,1732.7,5567.2,5483.1,36277.1
2025-04-01,14530.8,5294.2,2816.1,1774.5,5476.2,5490.6,35382.3
2025-05-01,14747.0,5703.8,3167.1,1889.6,5797.0,5602.6,36907.1
2025-06-01,14095.0,6187.5,3065.3,1961.1,5750.7,5292.4,36351.9
